#####################################################
# (C) Songrun (songruner@gmail.com)
#
# Running time: 0.929 (s)
# Repeat      : 4
#
#####################################################
*BONEANIMATION, BONEINDEX=0, NFRAMES=4
0 1.000031 8.8e-05 9.5e-05 -3e-06 1.000073 0.000192 -0.000129 -0.00017 1.000095 9.3e-05 0.000128 -5.8e-05 0 0 0 1
1 1.000107 0.000181 0.000138 -0.000101 1.000065 0.000207 -0.000198 -0.000168 1.000123 6.4e-05 5.4e-05 -0.000366 0 0 0 1
2 0.772639 -0.349885 0.529942 0.469421 0.876697 -0.10569 -0.427671 0.330313 0.841517 0.171481 0.205421 -0.196843 0 0 0 1
3 0.747219 -0.465545 -0.474706 -0.259113 0.453713 -0.852894 0.612153 0.760073 0.218262 0.05094 0.294973 1.267453 0 0 0 1
#####################################################
*BONEANIMATION, BONEINDEX=1, NFRAMES=4
0 1.000153 0.00044 0.000473 -1.4e-05 1.000366 0.000959 -0.000646 -0.000853 1.000476 0.000468 0.000639 -0.000291 0 0 0 1
1 1.000091 0.000514 -0.000102 -0.000514 1.00021 0.000539 -0.000108 -0.000535 1.000101 -0.000117 0.000175 -0.001326 0 0 0 1
2 0.986443 -0.006499 0.164465 0.156009 0.355365 -0.922836 -0.052414 0.935846 0.351549 -0.051876 -0.145732 0.785778 0 0 0 1
3 1.000772 -0.019028 0.026541 0.019954 1.000616 0.013218 -0.02619 -0.013787 1.001001 0.003661 0.006595 -0.006902 0 0 0 1
#####################################################
*BONEANIMATION, BONEINDEX=2, NFRAMES=4
0 0.999883 -0.000337 -0.000363 1.1e-05 0.99972 -0.000735 0.000495 0.000653 0.999636 -0.000358 -0.00049 0.000223 0 0 0 1
1 0.600164 -0.353571 -0.717214 -0.009125 0.89383 -0.448255 0.799552 0.275945 0.533188 -0.394886 -0.084897 0.458305 0 0 0 1
2 1.000048 7e-05 -0.000151 -0.000137 1.000213 0.000291 9.9e-05 -0.000338 1.000221 -1.8e-05 3e-06 -0.000192 0 0 0 1
3 0.679878 0.308327 -0.665312 -0.538998 0.825371 -0.168204 0.497096 0.472999 0.727339 0.020419 -0.149396 0.220045 0 0 0 1
#####################################################
*BONEANIMATION, BONEINDEX=3, NFRAMES=4
0 0.893822 -0.305197 -0.328603 0.00996 0.745997 -0.665953 0.448359 0.591986 0.669822 -0.32472 -0.443669 0.202323 0 0 0 1
1 0.930019 -0.362915 0.058826 0.356916 0.852766 -0.381368 0.088224 0.375642 0.922609 0.074479 -0.122754 0.92832 0 0 0 1
2 1.000001 0.0 -1.2e-05 -1.2e-05 1.000048 6.9e-05 4e-06 -7e-05 1.000048 4e-06 1.1e-05 -5.9e-05 0 0 0 1
3 0.189754 0.174564 -0.966277 -0.834506 0.547226 -0.065091 0.517457 0.818638 0.24946 -0.283149 -0.303252 0.136478 0 0 0 1
#####################################################
*VERTEXWEIGHTS, NVERTICES=1538  #(vtx0Based bone0 w0 bone1 w1 ... )
47  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
48  0 0.0 1 7.5e-05 2 0.000134 3 0.999791
49  0 0.0 1 7.5e-05 2 0.000211 3 0.999714
50  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
51  0 0.0 1 7.5e-05 2 0.000212 3 0.999713
52  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
53  0 0.0 1 7.5e-05 2 0.000186 3 0.999739
54  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
55  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
56  0 7.9e-05 1 0.000213 2 0.407331 3 0.592378
57  0 0.000335 1 0.539302 2 0.460032 3 0.000331
58  0 0.999497 1 0.0 2 0.000216 3 0.000287
59  0 0.682073 1 0.31713 2 0.000144 3 0.000653
60  0 0.6585 1 0.340679 2 0.00014 3 0.00068
61  0 0.65959 1 0.339597 2 0.000135 3 0.000679
62  0 0.999496 1 1e-06 2 0.000216 3 0.000287
63  0 7.5e-05 1 0.000349 2 0.382541 3 0.617035
64  0 7.8e-05 1 0.000764 2 0.401751 3 0.597407
65  0 7.8e-05 1 0.000254 2 0.398308 3 0.60136
66  0 0.000314 1 0.560204 2 0.439159 3 0.000322
67  0 0.64173 1 0.35732 2 0.00025 3 0.000699
68  0 0.999436 1 6.1e-05 2 0.000216 3 0.000287
69  0 0.999492 1 5e-06 2 0.000216 3 0.000287
70  0 0.999466 1 3e-05 2 0.000216 3 0.000287
71  0 0.99948 1 1.7e-05 2 0.000216 3 0.000287
72  0 0.999497 1 0.0 2 0.000216 3 0.000287
73  0 0.999488 1 9e-06 2 0.000216 3 0.000287
74  0 0.999497 1 0.0 2 0.000216 3 0.000287
75  0 0.999497 1 0.0 2 0.000216 3 0.000287
76  0 0.999494 1 3e-06 2 0.000216 3 0.000287
77  0 0.999493 1 4e-06 2 0.000216 3 0.000287
78  0 0.999497 1 0.0 2 0.000216 3 0.000287
79  0 0.999479 1 1.8e-05 2 0.000216 3 0.000287
80  0 0.000641 1 0.515469 2 0.483681 3 0.000209
81  0 7.7e-05 1 0.000169 2 0.397771 3 0.601982
82  0 0.638011 1 0.361156 2 0.000129 3 0.000704
83  0 0.662242 1 0.336785 2 0.000298 3 0.000675
84  0 0.680434 1 0.318772 2 0.00014 3 0.000655
85  0 7.3e-05 1 0.000157 2 0.377047 3 0.622723
86  0 0.690631 1 0.308476 2 0.00025 3 0.000643
87  0 0.001762 1 0.464351 2 0.533693 3 0.000194
88  0 7.4e-05 1 0.000158 2 0.38137 3 0.618397
89  0 7.6e-05 1 0.000201 2 0.390567 3 0.609156
90  0 0.001472 1 0.472594 2 0.525748 3 0.000186
91  0 7.5e-05 1 0.000159 2 0.385238 3 0.614528
92  0 0.705872 1 0.292997 2 0.000504 3 0.000627
93  0 0.713202 1 0.285102 2 0.001077 3 0.00062
94  0 0.666152 1 0.332949 2 0.000225 3 0.000674
95  0 7.4e-05 1 0.000364 2 0.378783 3 0.620779
96  0 0.000308 1 0.530222 2 0.469225 3 0.000246
97  0 7.7e-05 1 0.000526 2 0.395988 3 0.603408
98  0 6e-06 1 8.1e-05 2 0.029304 3 0.970609
99  0 7.8e-05 1 0.000162 2 0.398632 3 0.601129
100  0 6e-06 1 8.1e-05 2 0.030146 3 0.969767
101  0 0.000303 1 0.507556 2 0.491908 3 0.000233
102  0 0.000187 1 0.023872 2 0.909228 3 0.066714
103  0 0.000186 1 0.015025 2 0.926677 3 0.058112
104  0 0.000187 1 0.032359 2 0.892795 3 0.07466
105  0 0.000406 1 0.521784 2 0.477041 3 0.000769
106  0 0.000187 1 0.033601 2 0.891337 3 0.074874
107  0 0.999472 1 2.4e-05 2 0.000216 3 0.000287
108  0 0.991329 1 0.00816 2 0.000214 3 0.000297
109  0 0.989779 1 0.009709 2 0.000214 3 0.000298
110  0 0.994975 1 0.004517 2 0.000215 3 0.000293
111  0 0.996146 1 0.003347 2 0.000215 3 0.000291
112  0 0.999497 1 0.0 2 0.000216 3 0.000287
113  0 0.656924 1 0.34226 2 0.000134 3 0.000682
114  0 0.074232 1 0.913441 2 0.011002 3 0.001325
115  0 0.080064 1 0.904733 2 0.013892 3 0.001311
116  0 0.07537 1 0.909938 2 0.013374 3 0.001317
117  0 0.990409 1 0.009078 2 0.000215 3 0.000298
118  0 0.657042 1 0.342138 2 0.000138 3 0.000682
119  0 0.084236 1 0.897654 2 0.016809 3 0.001302
120  0 0.096113 1 0.875209 2 0.027417 3 0.00126
121  0 0.999491 1 6e-06 2 0.000216 3 0.000287
122  0 0.984193 1 0.01529 2 0.000212 3 0.000305
123  0 0.97468 1 0.024794 2 0.00021 3 0.000316
124  0 0.978063 1 0.021414 2 0.000211 3 0.000312
125  0 0.999377 1 0.00012 2 0.000216 3 0.000287
126  0 0.631305 1 0.367856 2 0.000128 3 0.000711
127  0 0.097864 1 0.872938 2 0.027944 3 0.001254
128  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
129  0 5e-06 1 8e-05 2 0.025736 3 0.974178
130  0 3e-06 1 7.8e-05 2 0.015422 3 0.984497
131  0 4e-06 1 7.9e-05 2 0.022165 3 0.977751
132  0 0.0 1 7.5e-05 2 0.000138 3 0.999787
133  0 7.5e-05 1 0.000313 2 0.385903 3 0.613709
134  0 0.000189 1 0.022262 2 0.924131 3 0.053419
135  0 5e-06 1 8.1e-05 2 0.027802 3 0.972112
136  0 5e-06 1 8.1e-05 2 0.026887 3 0.973027
137  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
138  0 0.000191 1 0.051871 2 0.875645 3 0.072293
139  0 8.3e-05 1 0.000167 2 0.424084 3 0.575666
140  0 0.000192 1 0.05227 2 0.876336 3 0.071202
141  0 4e-06 1 7.9e-05 2 0.021378 3 0.978538
142  0 3e-06 1 7.8e-05 2 0.016797 3 0.983121
143  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
144  0 7.8e-05 1 0.000164 2 0.40196 3 0.597798
145  0 0.000507 1 0.532186 2 0.466936 3 0.000372
146  0 0.000194 1 0.033905 2 0.903831 3 0.062071
147  0 0.000188 1 0.022982 2 0.920191 3 0.056639
148  0 0.000306 1 0.522179 2 0.477289 3 0.000225
149  0 0.108047 1 0.861844 2 0.028868 3 0.00124
150  0 0.103553 1 0.869287 2 0.025907 3 0.001253
151  0 0.650495 1 0.348683 2 0.000132 3 0.000689
152  0 0.987782 1 0.011704 2 0.000213 3 0.000301
153  0 0.092384 1 0.886934 2 0.0194 3 0.001282
154  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
155  0 0.0 1 7.5e-05 2 0.000142 3 0.999783
156  0 0.0 1 7.5e-05 2 0.000137 3 0.999788
157  0 0.0 1 7.5e-05 2 0.000147 3 0.999778
158  0 0.0 1 7.5e-05 2 0.000139 3 0.999787
159  0 0.0 1 7.5e-05 2 0.000135 3 0.99979
160  0 0.0 1 7.5e-05 2 0.000131 3 0.999794
161  0 0.0 1 7.5e-05 2 0.000178 3 0.999747
162  0 0.0 1 7.5e-05 2 0.000149 3 0.999776
163  0 0.0 1 7.5e-05 2 0.000136 3 0.999789
164  0 0.0 1 7.5e-05 2 0.000151 3 0.999774
165  0 0.0 1 7.5e-05 2 0.000199 3 0.999726
166  0 0.0 1 7.5e-05 2 0.000698 3 0.999226
167  0 0.0 1 7.5e-05 2 0.000196 3 0.999729
168  0 0.0 1 7.5e-05 2 0.000189 3 0.999736
169  0 0.0 1 7.5e-05 2 0.000204 3 0.999721
170  0 0.0 1 7.5e-05 2 0.000151 3 0.999775
171  0 0.0 1 7.5e-05 2 0.000149 3 0.999776
172  0 0.0 1 7.5e-05 2 0.000146 3 0.999779
173  0 0.0 1 7.5e-05 2 0.000145 3 0.999781
174  0 0.0 1 7.5e-05 2 0.000142 3 0.999783
175  0 0.0 1 7.5e-05 2 0.000208 3 0.999718
176  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
177  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
178  0 0.0 1 7.5e-05 2 0.000163 3 0.999763
179  0 0.0 1 7.5e-05 2 0.000142 3 0.999784
180  0 0.0 1 7.5e-05 2 0.000169 3 0.999757
181  0 0.0 1 7.5e-05 2 0.000134 3 0.999791
182  0 0.0 1 7.5e-05 2 0.000135 3 0.99979
183  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
184  0 0.0 1 7.5e-05 2 0.000233 3 0.999692
185  0 0.0 1 7.5e-05 2 0.00014 3 0.999785
186  0 0.0 1 7.5e-05 2 0.000148 3 0.999777
187  0 0.0 1 7.5e-05 2 0.000251 3 0.999674
188  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
189  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
190  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
191  0 0.0 1 7.5e-05 2 0.000133 3 0.999792
192  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
193  0 0.0 1 7.5e-05 2 0.000132 3 0.999794
194  0 0.0 1 7.5e-05 2 0.000131 3 0.999795
195  0 0.0 1 7.5e-05 2 0.000147 3 0.999778
196  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
197  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
198  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
199  0 0.0 1 7.5e-05 2 0.000143 3 0.999782
200  0 0.0 1 7.5e-05 2 0.000217 3 0.999708
201  0 0.0 1 7.5e-05 2 0.000156 3 0.999769
202  0 0.0 1 7.5e-05 2 0.000135 3 0.99979
203  0 0.0 1 7.5e-05 2 0.000131 3 0.999794
204  0 0.0 1 7.5e-05 2 0.00013 3 0.999795
205  0 0.0 1 7.5e-05 2 0.000135 3 0.99979
206  0 5e-06 1 8.1e-05 2 0.027365 3 0.972549
207  0 8.3e-05 1 0.000167 2 0.424153 3 0.575597
208  0 0.000309 1 0.534861 2 0.464566 3 0.000265
209  0 0.000192 1 0.04621 2 0.889932 3 0.063666
210  0 0.000203 1 0.041422 2 0.90373 3 0.054645
211  0 0.000192 1 0.050226 2 0.88045 3 0.069132
212  0 0.000501 1 0.536202 2 0.462995 3 0.000301
213  0 0.999364 1 0.000132 2 0.000216 3 0.000287
214  0 0.983962 1 0.015518 2 0.000214 3 0.000305
215  0 0.982364 1 0.017116 2 0.000213 3 0.000307
216  0 0.995208 1 0.004281 2 0.000219 3 0.000292
217  0 0.990891 1 0.008594 2 0.000217 3 0.000297
218  0 0.999495 1 1e-06 2 0.000216 3 0.000287
219  0 0.674847 1 0.324354 2 0.000138 3 0.000661
220  0 0.071292 1 0.908297 2 0.019103 3 0.001308
221  0 0.070992 1 0.901658 2 0.02605 3 0.0013
222  0 0.077809 1 0.901162 2 0.019731 3 0.001298
223  0 0.994623 1 0.004867 2 0.000218 3 0.000293
224  0 0.671733 1 0.327465 2 0.000138 3 0.000665
225  0 0.091755 1 0.882492 2 0.024483 3 0.00127
226  0 0.104606 1 0.866455 2 0.027691 3 0.001247
227  0 0.999494 1 3e-06 2 0.000216 3 0.000287
228  0 0.991908 1 0.007581 2 0.000215 3 0.000296
229  0 0.988481 1 0.011006 2 0.000213 3 0.0003
230  0 0.999497 1 0.0 2 0.000216 3 0.000287
231  0 0.653921 1 0.345261 2 0.000133 3 0.000685
232  0 4e-06 1 7.9e-05 2 0.020811 3 0.979105
233  0 2e-06 1 8.7e-05 2 0.010555 3 0.989357
234  0 3e-06 1 7.8e-05 2 0.014726 3 0.985193
235  0 7.7e-05 1 0.000161 2 0.395749 3 0.604013
236  0 0.000214 1 0.048196 2 0.904195 3 0.047394
237  0 4e-06 1 7.9e-05 2 0.019886 3 0.980032
238  0 4e-06 1 8.8e-05 2 0.018431 3 0.981478
239  0 0.000203 1 0.088077 2 0.850747 3 0.060972
240  0 7.8e-05 1 0.00049 2 0.400451 3 0.59898
241  0 0.000201 1 0.087738 2 0.849622 3 0.062439
242  0 3e-06 1 9.9e-05 2 0.014547 3 0.985351
243  0 2e-06 1 9.6e-05 2 0.011503 3 0.988399
244  0 7.6e-05 1 0.00016 2 0.391478 3 0.608286
245  0 0.000316 1 0.567652 2 0.431593 3 0.000439
246  0 0.00021 1 0.076525 2 0.866665 3 0.0566
247  0 0.000216 1 0.059675 2 0.892615 3 0.047494
248  0 0.00038 1 0.543093 2 0.456249 3 0.000279
249  0 0.082112 1 0.864523 2 0.052136 3 0.001229
250  0 0.081963 1 0.866754 2 0.050052 3 0.001231
251  0 0.64711 1 0.351936 2 0.000261 3 0.000693
252  0 0.981787 1 0.017692 2 0.000213 3 0.000308
253  0 0.076641 1 0.885127 2 0.03696 3 0.001272
254  0 0.999497 1 0.0 2 0.000216 3 0.000287
255  0 0.999493 1 3e-06 2 0.000216 3 0.000287
256  0 0.999457 1 4e-05 2 0.000216 3 0.000287
257  0 0.999482 1 1.4e-05 2 0.000216 3 0.000287
258  0 0.999476 1 2.1e-05 2 0.000216 3 0.000287
259  0 0.999456 1 4.1e-05 2 0.000216 3 0.000287
260  0 0.999482 1 1.4e-05 2 0.000216 3 0.000287
261  0 0.999488 1 8e-06 2 0.000216 3 0.000287
262  0 0.999492 1 5e-06 2 0.000216 3 0.000287
263  0 0.999494 1 3e-06 2 0.000216 3 0.000287
264  0 0.999488 1 9e-06 2 0.000216 3 0.000287
265  0 0.999464 1 3.3e-05 2 0.000216 3 0.000287
266  0 0.999434 1 6.2e-05 2 0.000216 3 0.000287
267  0 0.999494 1 3e-06 2 0.000216 3 0.000287
268  0 0.999472 1 2.5e-05 2 0.000216 3 0.000287
269  0 0.999443 1 5.4e-05 2 0.000216 3 0.000287
270  0 0.999464 1 3.3e-05 2 0.000216 3 0.000287
271  0 0.999497 1 0.0 2 0.000216 3 0.000287
272  0 0.999477 1 1.9e-05 2 0.000216 3 0.000287
273  0 0.999497 1 0.0 2 0.000216 3 0.000287
274  0 0.999485 1 1.2e-05 2 0.000216 3 0.000287
275  0 0.99948 1 1.7e-05 2 0.000216 3 0.000287
276  0 0.999494 1 3e-06 2 0.000216 3 0.000287
277  0 0.999391 1 0.000105 2 0.000216 3 0.000287
278  0 0.999486 1 1e-05 2 0.000216 3 0.000287
279  0 0.999488 1 9e-06 2 0.000216 3 0.000287
280  0 0.999483 1 1.4e-05 2 0.000216 3 0.000287
281  0 0.999492 1 5e-06 2 0.000216 3 0.000287
282  0 0.999484 1 1.2e-05 2 0.000216 3 0.000287
283  0 0.999457 1 4e-05 2 0.000216 3 0.000287
284  0 0.999486 1 1.1e-05 2 0.000216 3 0.000287
285  0 0.999492 1 5e-06 2 0.000216 3 0.000287
286  0 0.999489 1 8e-06 2 0.000216 3 0.000287
287  0 0.999487 1 9e-06 2 0.000216 3 0.000287
288  0 0.999485 1 1.2e-05 2 0.000216 3 0.000287
289  0 0.999497 1 0.0 2 0.000216 3 0.000287
290  0 0.999492 1 5e-06 2 0.000216 3 0.000287
291  0 0.999497 1 0.0 2 0.000216 3 0.000287
292  0 0.999497 1 0.0 2 0.000216 3 0.000287
293  0 0.99948 1 1.6e-05 2 0.000216 3 0.000287
294  0 0.999494 1 3e-06 2 0.000216 3 0.000287
295  0 0.999491 1 5e-06 2 0.000216 3 0.000287
296  0 0.99947 1 2.6e-05 2 0.000216 3 0.000287
297  0 0.999461 1 3.6e-05 2 0.000216 3 0.000287
298  0 0.999497 1 0.0 2 0.000216 3 0.000287
299  0 0.999497 1 0.0 2 0.000216 3 0.000287
300  0 0.999477 1 2e-05 2 0.000216 3 0.000287
301  0 0.999497 1 0.0 2 0.000216 3 0.000287
302  0 7.8e-05 1 0.000164 2 0.402172 3 0.597586
303  0 6e-06 1 8.1e-05 2 0.029756 3 0.970157
304  0 0.001154 1 0.516512 2 0.481585 3 0.000749
305  0 0.000188 1 0.032074 2 0.894204 3 0.073534
306  0 0.000187 1 0.026621 2 0.907453 3 0.065738
307  0 0.000304 1 0.515201 2 0.484287 3 0.000208
308  0 0.000193 1 0.02348 2 0.916112 3 0.060215
309  0 0.97603 1 0.023445 2 0.000211 3 0.000314
310  0 0.979772 1 0.019694 2 0.000224 3 0.00031
311  0 0.977325 1 0.022146 2 0.000217 3 0.000313
312  0 0.628168 1 0.37099 2 0.000127 3 0.000715
313  0 0.09932 1 0.873147 2 0.026274 3 0.001258
314  0 0.098727 1 0.880024 2 0.019975 3 0.001275
315  0 0.98071 1 0.01876 2 0.000221 3 0.000309
316  0 0.650795 1 0.348283 2 0.000234 3 0.000689
317  0 0.098687 1 0.884791 2 0.015236 3 0.001286
318  0 0.102629 1 0.874449 2 0.021657 3 0.001265
319  0 0.98086 1 0.01862 2 0.000212 3 0.000309
320  0 0.979937 1 0.019541 2 0.000212 3 0.00031
321  0 0.97935 1 0.020128 2 0.000211 3 0.00031
322  0 0.670067 1 0.329057 2 0.00021 3 0.000666
323  0 0.114657 1 0.847933 2 0.036194 3 0.001216
324  0 5e-06 1 8.1e-05 2 0.028006 3 0.971908
325  0 0.000195 1 0.02453 2 0.919861 3 0.055413
326  0 7.5e-05 1 0.000159 2 0.387214 3 0.612551
327  0 5e-06 1 8.2e-05 2 0.027477 3 0.972435
328  0 5e-06 1 8.5e-05 2 0.026389 3 0.973521
329  0 0.979586 1 0.019892 2 0.000211 3 0.00031
330  0 0.687909 1 0.311206 2 0.00024 3 0.000646
331  0 0.002242 1 0.470963 2 0.526697 3 9.8e-05
332  0 0.137048 1 0.80428 2 0.057523 3 0.001149
333  0 0.139806 1 0.796128 2 0.062932 3 0.001135
334  0 0.128838 1 0.823712 2 0.046269 3 0.001181
335  0 0.001477 1 0.463035 2 0.535412 3 7.6e-05
336  0 0.000191 1 0.031116 2 0.908497 3 0.060196
337  0 0.000189 1 0.044373 2 0.87924 3 0.076198
338  0 0.000189 1 0.038392 2 0.892628 3 0.06879
339  0 7.3e-05 1 0.000156 2 0.374704 3 0.625067
340  0 5e-06 1 8.5e-05 2 0.027401 3 0.972508
341  0 0.000189 1 0.046774 2 0.874337 3 0.078699
342  0 7.5e-05 1 0.000339 2 0.386712 3 0.612873
343  0 6e-06 1 8.2e-05 2 0.030178 3 0.969734
344  0 6e-06 1 8.1e-05 2 0.030599 3 0.969314
345  0 6e-06 1 8.4e-05 2 0.030911 3 0.968999
346  0 7.6e-05 1 0.00016 2 0.388917 3 0.610847
347  0 5e-06 1 8.1e-05 2 0.027725 3 0.972189
348  0 0.00225 1 0.473107 2 0.52454 3 0.000103
349  0 0.00019 1 0.047127 2 0.876617 3 0.076066
350  0 0.000196 1 0.047835 2 0.881943 3 0.070026
351  0 0.000953 1 0.448483 2 0.550525 3 3.9e-05
352  0 0.000199 1 0.04976 2 0.889633 3 0.060408
353  0 0.981067 1 0.018413 2 0.000212 3 0.000309
354  0 0.987055 1 0.01243 2 0.000213 3 0.000302
355  0 0.9836 1 0.015882 2 0.000212 3 0.000306
356  0 0.696112 1 0.302947 2 0.000305 3 0.000637
357  0 0.136969 1 0.797212 2 0.064678 3 0.001141
358  0 0.122954 1 0.813251 2 0.062613 3 0.001182
359  0 0.990271 1 0.009217 2 0.000214 3 0.000298
